Coords	Name	MIRNA	1A11-fastp-adapters-polyG-31bp-merged_condensed	1A7-fastp-adapters-polyG-31bp-merged_condensed	1B3-fastp-adapters-polyG-31bp-merged_condensed	1B4-fastp-adapters-polyG-31bp-merged_condensed	1B6-fastp-adapters-polyG-31bp-merged_condensed	1B7-fastp-adapters-polyG-31bp-merged_condensed	1C11-fastp-adapters-polyG-31bp-merged_condensed	1C12-fastp-adapters-polyG-31bp-merged_condensed	1C5-fastp-adapters-polyG-31bp-merged_condensed	1C6-fastp-adapters-polyG-31bp-merged_condensed	1D12-fastp-adapters-polyG-31bp-merged_condensed	1D1-fastp-adapters-polyG-31bp-merged_condensed	1D2-fastp-adapters-polyG-31bp-merged_condensed	1D5-fastp-adapters-polyG-31bp-merged_condensed	1D7-fastp-adapters-polyG-31bp-merged_condensed	1E7-fastp-adapters-polyG-31bp-merged_condensed	1F10-fastp-adapters-polyG-31bp-merged_condensed	1F12-fastp-adapters-polyG-31bp-merged_condensed	1F1-fastp-adapters-polyG-31bp-merged_condensed	1F3-fastp-adapters-polyG-31bp-merged_condensed	1F6-fastp-adapters-polyG-31bp-merged_condensed	1F7-fastp-adapters-polyG-31bp-merged_condensed	1G10-fastp-adapters-polyG-31bp-merged_condensed	1G1-fastp-adapters-polyG-31bp-merged_condensed	1G3-fastp-adapters-polyG-31bp-merged_condensed	1H1-fastp-adapters-polyG-31bp-merged_condensed	1H2-fastp-adapters-polyG-31bp-merged_condensed	1H3-fastp-adapters-polyG-31bp-merged_condensed	2A3-fastp-adapters-polyG-31bp-merged_condensed	2B1-fastp-adapters-polyG-31bp-merged_condensed	2D1-fastp-adapters-polyG-31bp-merged_condensed	2D3-fastp-adapters-polyG-31bp-merged_condensed	2E1-fastp-adapters-polyG-31bp-merged_condensed	2E3-fastp-adapters-polyG-31bp-merged_condensed	2F2-fastp-adapters-polyG-31bp-merged_condensed	2H1-fastp-adapters-polyG-31bp-merged_condensed	2H2-fastp-adapters-polyG-31bp-merged_condensed
Porites_evermani_scaffold_873:97447-98212	Cluster_7924	N	297	907	0	981	42	3	0	43	3021	0	5	23	845	211	3	0	468	2359	54	5	815	0	4	3178	0	168	44	0	0	1146	882	0	240	0	0	0	1029
Porites_evermani_scaffold_873:98621-99817	Cluster_7925	N	548	2058	0	299	109	44	0	266	18158	2	28	0	9191	754	16	39	861	10716	345	60	2410	4	22	9455	0	206	539	0	0	1531	661	0	982	0	1	0	2137
Porites_evermani_scaffold_873:100416-101035	Cluster_7926	N	31	253	0	27	3	0	0	17	2021	0	0	0	498	126	8	0	87	856	9	77	270	0	18	1289	0	0	4	0	0	165	10	0	27	0	1	0	154
Porites_evermani_scaffold_873:103888-104316	Cluster_7927	N	3	35	0	20	0	0	0	2	59	0	2	0	13	21	0	0	11	97	0	83	951	0	2	856	0	0	0	4	0	54	0	0	22	0	0	0	111
Porites_evermani_scaffold_873:106796-107411	Cluster_7928	N	8	13	0	115	10	6	0	18	85	0	0	2	1867	71	65	3	42	532	1	3	664	4	63	330	4	5	0	0	0	162	60	0	8	0	0	0	26
Porites_evermani_scaffold_873:108943-109374	Cluster_7929	N	0	1	0	1223	0	0	0	92	3	0	0	1	26	14	0	0	1	2425	0	588	1	10	2	10	0	17	0	0	0	2528	93	0	0	0	0	0	4
Porites_evermani_scaffold_873:112840-113270	Cluster_7930	N	0	4	0	5	0	0	0	0	8	0	0	4	26	11	124	0	0	22	0	11	4	0	158	53	11	50	0	0	0	16	668	0	0	0	0	0	1
Porites_evermani_scaffold_873:113624-114045	Cluster_7931	N	5	6	0	57	0	0	0	7	23	0	0	0	138	11	16	0	8	351	1	79	13	0	17	138	0	2	0	0	0	81	8	0	0	0	0	0	11
Porites_evermani_scaffold_873:114966-115392	Cluster_7932	N	0	1	0	0	0	0	0	0	4	0	0	0	5	1	3	0	0	319	0	104	23	3	1	49	0	0	0	1	0	0	1	0	1	0	0	0	7
Porites_evermani_scaffold_873:116366-116800	Cluster_7933	N	63	63	0	198	12	2	0	34	312	0	1	3	507	15	7	0	21	140	0	114	106	13	25	173	8	22	8	3	0	80	115	0	106	0	0	0	132
Porites_evermani_scaffold_873:121067-121493	Cluster_7934	N	5	2	0	41	0	0	0	1	14	0	1	5	100	49	7	0	15	111	0	5	36	0	5	58	0	3	0	0	0	58	9	0	51	0	0	0	59
Porites_evermani_scaffold_873:130065-130567	Cluster_7935	N	63	70	0	216	8	1	0	42	324	0	0	5	644	12	18	1	25	276	5	160	189	9	48	213	10	7	5	2	0	146	90	0	115	0	0	0	150
Porites_evermani_scaffold_873:133107-133648	Cluster_7936	N	82	41	0	30	11	0	0	5	92	0	0	0	222	16	19	0	82	229	1	21	182	0	67	711	0	1	0	0	0	59	12	0	65	0	0	0	156
Porites_evermani_scaffold_873:144075-144503	Cluster_7937	N	35	22	0	0	5	0	0	0	117	0	0	1	110	57	11	0	56	0	2	171	32	7	25	374	0	1	0	5	0	0	21	0	19	0	0	0	80
Porites_evermani_scaffold_873:147450-148140	Cluster_7938	N	62	30	0	1	9	0	0	0	85	0	0	0	260	222	64	0	149	25	1	707	21	30	35	1392	1	5	0	21	0	0	45	0	12	0	0	0	414
Porites_evermani_scaffold_873:148264-148692	Cluster_7939	N	21	4	0	0	0	0	0	0	11	0	0	4	158	30	28	0	17	0	0	327	17	32	42	633	0	0	0	1	0	0	8	0	1	0	0	0	52
Porites_evermani_scaffold_873:148695-150213	Cluster_7940	N	204	981	0	0	25	1	0	0	6238	0	1	0	4802	1141	1135	2	1022	1	9	2672	4003	76	1593	9214	58	4	13	4	0	2	1	0	41	0	0	0	518
Porites_evermani_scaffold_873:150251-151057	Cluster_7941	N	137	470	0	0	8	2	0	0	4144	0	0	0	1314	484	430	1	597	0	17	4539	503	23	305	5656	57	0	29	16	0	0	1	0	60	0	0	0	845
Porites_evermani_scaffold_873:154275-155106	Cluster_7942	N	10	7	0	0	1	0	0	0	33	0	0	8	481	36	3	3	35	0	0	167	137	9	4	305	0	66	0	0	0	0	340	0	6	0	0	0	23
Porites_evermani_scaffold_873:176103-176530	Cluster_7943	N	13	33	0	7	0	0	0	7	152	0	0	2	170	15	41	0	15	185	0	220	58	1	37	130	3	10	2	0	0	31	22	0	5	0	0	0	47
Porites_evermani_scaffold_873:176665-177096	Cluster_7944	N	6	53	0	39	9	0	0	2	217	0	3	1	209	1	46	1	0	71	5	95	19	25	165	164	2	0	2	3	0	53	2	0	7	0	0	0	32
Porites_evermani_scaffold_874:127339-127753	Cluster_7945	N	102	114	0	17	3	0	0	4	18	1	0	1	115	10	1	0	10	29	3	127	36	6	12	11	13	6	5	8	0	5	11	0	11	0	0	0	15
Porites_evermani_scaffold_874:135452-136325	Cluster_7946	N	0	80	0	374	1	5	0	0	295	0	0	2	513	2	9	1	3	930	2	453	208	6	270	585	3	7	2	1	0	510	15	0	18	0	0	0	41
Porites_evermani_scaffold_875:88325-88899	Cluster_7947	N	65	208	0	0	0	2	0	0	1229	0	0	11	322	5	107	0	0	2	5	1	1	0	131	439	15	19	21	0	0	0	124	0	224	0	1	0	220
Porites_evermani_scaffold_875:103625-104335	Cluster_7948	N	811	1	0	6	1	0	0	1	28	0	0	4	214	18	736	0	15	35	0	52	56	0	1556	19	82	2	0	0	0	11	4	0	923	0	2	0	1850
Porites_evermani_scaffold_875:104502-104931	Cluster_7949	N	10	2	0	1	0	0	0	0	5	0	0	2	106	11	258	0	4	7	0	60	72	3	152	2	12	0	0	0	0	6	17	0	3	0	0	0	23
Porites_evermani_scaffold_875:105196-105623	Cluster_7950	N	25	3	0	2	0	1	0	1	44	0	0	0	355	5	23	0	10	33	0	135	66	7	26	56	2	2	0	0	0	8	12	0	5	0	0	0	87
Porites_evermani_scaffold_875:106609-107361	Cluster_7951	N	35	7	0	47	1	0	0	7	169	0	0	0	3506	20	40	0	30	249	2	176	112	8	84	129	9	1	0	0	0	89	25	0	47	0	0	0	77
Porites_evermani_scaffold_875:108146-108575	Cluster_7952	N	42	11	0	18	3	0	0	3	80	0	0	3	496	11	21	0	17	178	0	62	52	4	17	41	0	3	0	2	0	36	44	0	105	0	0	0	63
Porites_evermani_scaffold_875:108628-110099	Cluster_7953	N	309	48	0	200	40	3	0	26	677	0	2	153	4301	282	136	3	160	913	5	2659	2231	91	103	745	11	208	10	18	0	288	1763	0	1992	0	1	1	1658
Porites_evermani_scaffold_875:110937-111347	Cluster_7954	N	17	13	0	33	0	0	0	1	64	0	0	4	284	11	16	0	6	71	0	71	65	3	12	37	5	4	0	1	0	46	17	0	5	0	1	0	28
Porites_evermani_scaffold_875:111506-112900	Cluster_7955	N	81	41	0	67	1	0	0	10	227	0	0	11	1063	39	146	1	29	396	3	352	228	18	159	655	5	16	5	8	0	165	78	0	71	0	0	0	171
Porites_evermani_scaffold_875:113385-113962	Cluster_7956	N	108	21	0	89	1	0	0	20	297	0	0	3	1751	35	198	0	56	675	0	215	222	12	204	375	8	3	2	0	0	218	53	0	51	0	0	0	188
Porites_evermani_scaffold_875:114124-116171	Cluster_7957	N	14259	21658	10	7668	477	189	1	1874	202926	10	99	867	148638	4008	39423	37	5808	68686	1424	143658	18099	6046	127704	63238	1757	843	1254	2888	0	16030	9746	1	4755	0	16	1	36491
Porites_evermani_scaffold_875:116300-119300	Cluster_7958	N	730	184	1	958	35	3	0	156	2164	0	5	44	17383	361	1187	1	359	5020	5	3496	2132	143	1272	879	40	94	10	61	0	1775	696	0	682	1	0	0	2240
Porites_evermani_scaffold_875:119648-122138	Cluster_7959	N	27984	19073	4	16176	878	126	1	3654	227756	5	53	582	221787	8280	41779	38	13375	98557	244	183080	31010	3850	72122	108622	2581	2536	932	667	0	34642	19502	0	17438	0	15	1	84208
Porites_evermani_scaffold_875:122406-123631	Cluster_7960	N	473	99	0	268	21	6	0	59	1018	0	3	11	5382	161	305	3	246	2324	2	1409	338	49	420	1961	21	35	3	7	0	614	204	0	237	0	0	0	787
Porites_evermani_scaffold_875:124236-127978	Cluster_7961	N	3730	1307	0	5622	272	37	0	956	6201	0	25	268	100032	3794	11213	22	5433	28686	39	18995	16372	601	16387	8719	376	449	55	114	0	10183	2725	0	2801	0	5	0	10902
Porites_evermani_scaffold_875:128402-129794	Cluster_7962	N	944	134	1	1869	166	8	0	371	1287	0	8	89	26238	1918	5697	1	2167	8667	4	8446	6969	367	6286	2185	241	105	4	21	0	3577	578	0	1556	0	4	0	4141
Porites_evermani_scaffold_875:130622-131160	Cluster_7963	N	24	22	0	22	0	0	0	0	313	0	0	1	484	16	124	0	9	124	1	220	246	3	81	283	2	0	0	0	0	52	6	0	68	0	1	0	150
Porites_evermani_scaffold_875:132872-133288	Cluster_7964	N	16	0	0	3	3	0	0	2	22	0	0	0	201	28	16	0	18	16	0	125	23	6	34	59	2	0	0	0	0	20	6	0	2	0	0	0	34
Porites_evermani_scaffold_875:133594-134113	Cluster_7965	N	20	185	0	312	9	2	0	58	1275	0	1	3	931	64	120	0	329	779	3	98	195	7	122	1562	12	4	14	2	0	614	93	0	35	0	0	0	68
Porites_evermani_scaffold_875:135047-135515	Cluster_7966	N	42	10	0	11	9	0	0	2	115	0	0	0	591	53	61	0	74	89	0	33	52	5	57	167	1	0	1	0	0	16	14	0	33	0	0	0	107
Porites_evermani_scaffold_876:12991-13420	Cluster_7967	N	5	0	0	0	1	0	0	0	1	0	0	0	83	2	82	0	4	1	1	0	2	5	0	430	2	1	1	0	0	0	11	0	4	0	0	0	2
Porites_evermani_scaffold_878:106560-106989	Cluster_7968	N	0	25	0	20	6	0	0	3	107	0	0	0	765	27	43	0	15	84	0	16	109	8	280	423	2	0	0	1	0	30	1	0	5	0	0	0	12
Porites_evermani_scaffold_879:69595-69995	Cluster_7969	N	31	2	0	12	0	0	0	3	7	0	0	0	6	8	4	0	5	63	0	202	17	4	5	15	0	0	0	2	0	18	1	0	50	0	0	0	78
Porites_evermani_scaffold_879:97352-97780	Cluster_7970	N	0	0	0	13	0	0	0	0	205	0	0	1	0	0	0	0	0	67	16	103	0	0	0	59	0	0	22	15	0	0	0	0	0	0	1	0	53
Porites_evermani_scaffold_879:107854-108282	Cluster_7971	N	9	2	0	25	1	0	0	6	39	0	1	3	14	32	51	0	0	89	1	103	188	1	7	54	2	9	3	0	0	54	11	0	18	0	0	0	35
Porites_evermani_scaffold_879:115963-116407	Cluster_7972	N	10	2	0	24	2	2	0	0	64	0	0	12	0	7	304	2	10	261	3	4	350	0	69	735	6	12	3	0	0	62	0	0	23	0	0	0	26
Porites_evermani_scaffold_880:51213-52794	Cluster_7973	N	445	1	0	102	21	1	0	220	6	1	3	9	119	296	442	0	567	1541	0	2163	1182	75	578	3304	35	29	0	18	0	370	213	0	480	0	0	0	2207
Porites_evermani_scaffold_880:56062-56489	Cluster_7974	N	15	0	0	1	1	0	0	0	0	0	0	2	71	1	3	0	0	85	0	456	15	6	294	16	1	67	1	1	0	1	2	0	7	0	0	0	0
Porites_evermani_scaffold_881:23060-23471	Cluster_7975	N	2	2	0	3	0	0	0	0	63	0	0	1	211	12	0	0	8	59	0	163	46	5	1	157	0	2	1	1	0	16	25	0	5	0	0	0	17
Porites_evermani_scaffold_881:44645-45054	Cluster_7976	N	0	4	0	0	0	1	0	1	3	0	0	0	477	3	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porites_evermani_scaffold_881:140858-141258	Cluster_7977	N	25	1	0	6	0	0	0	0	7	0	0	0	5	6	1	0	4	30	0	192	14	6	2	8	0	0	0	2	0	9	0	0	51	0	0	0	80
Porites_evermani_scaffold_881:172627-173046	Cluster_7978	N	3	65	0	16	3	0	0	0	53	0	1	3	63	21	24	1	10	87	0	137	16	1	4	138	0	0	1	0	0	75	80	0	11	0	0	0	17
Porites_evermani_scaffold_882:72998-73424	Cluster_7979	N	5	5	0	9	1	0	0	2	27	0	0	0	39	9	23	0	9	86	0	27	0	0	2	65	0	0	0	0	0	23	4	0	18	0	0	0	25
Porites_evermani_scaffold_882:90605-91031	Cluster_7980	N	0	2	0	7	0	0	0	1	8	0	0	0	27	20	3	0	0	43	0	145	5	1	2	977	1	0	0	2	0	10	1	0	1	0	0	0	0
Porites_evermani_scaffold_882:95564-95965	Cluster_7981	N	0	0	0	0	0	0	0	1	64	0	0	2	46	2	64	0	3	55	0	2	13	0	118	24	2	14	0	0	0	9	8	0	0	0	0	0	0
Porites_evermani_scaffold_882:98263-99291	Cluster_7982	N	98	542	0	544	2	3	0	2	540	0	8	13	11561	356	241	0	539	946	3	285	654	28	2	971	14	1	28	7	0	801	2	0	111	0	0	0	262
Porites_evermani_scaffold_882:144843-146181	Cluster_7983	N	13	268	0	477	15	3	0	54	1753	0	4	3	2804	175	562	0	58	1924	8	486	155	17	523	397	58	25	6	13	0	846	124	0	25	0	0	0	29
Porites_evermani_scaffold_882:146258-146695	Cluster_7984	N	0	48	0	118	0	0	0	9	238	0	0	0	188	2	133	0	0	689	2	0	0	0	148	125	6	0	4	0	0	196	1	0	4	0	0	0	0
Porites_evermani_scaffold_882:149335-150187	Cluster_7985	N	0	102	0	318	0	2	0	96	4083	0	0	0	6503	0	289	0	0	3081	6	1	1	0	320	479	31	1	13	0	0	467	1	0	0	0	0	0	0
Porites_evermani_scaffold_882:150329-150804	Cluster_7986	N	0	49	0	107	0	0	0	18	475	0	0	0	1306	1	43	0	0	471	0	0	0	0	35	44	3	0	1	0	0	129	4	0	0	0	0	0	0
Porites_evermani_scaffold_882:151802-152512	Cluster_7987	N	27	421	1	801	1	2	0	174	6181	0	0	4	7906	32	544	0	18	6514	21	152	136	16	763	967	60	10	44	2	0	1157	13	0	123	0	0	0	68
Porites_evermani_scaffold_883:110359-110819	Cluster_7988	N	5	77	0	32	34	0	0	3	92	0	0	56	43	101	87	0	22	45	4	132	27	10	127	132	28	53	9	1	0	49	148	0	460	0	0	0	154
Porites_evermani_scaffold_883:112583-113018	Cluster_7989	N	3	107	1	18	43	1	0	3	102	0	0	90	33	31	54	2	11	31	3	143	31	11	55	54	43	78	35	7	0	16	145	0	577	0	1	0	63
Porites_evermani_scaffold_883:115308-115725	Cluster_7990	N	2	8	0	4	7	0	0	2	11	1	0	28	18	4	6	0	0	18	0	71	8	7	99	12	7	72	0	0	0	12	42	0	142	0	3	0	11
Porites_evermani_scaffold_883:166030-166464	Cluster_7991	N	2	100	0	21	37	0	0	3	105	0	0	96	27	39	40	1	11	17	1	137	38	11	40	50	48	70	36	3	0	12	154	0	534	0	2	0	63
Porites_evermani_scaffold_884:54733-55161	Cluster_7992	N	14	14	0	7	6	0	0	3	668	0	0	0	0	57	55	0	88	16	2	11	5	0	93	109	7	0	1	0	0	0	1	0	22	0	0	0	27
Porites_evermani_scaffold_885:102322-102753	Cluster_7993	N	0	0	0	0	36	0	0	0	0	0	7	1	281	412	0	0	364	28	0	10	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	4
Porites_evermani_scaffold_885:119595-120113	Cluster_7994	N	9	4	0	30	0	0	0	21	11	0	0	3	23	4	2	0	4	380	0	76	0	1	0	127	0	3	13	0	0	229	22	0	44	0	0	0	31
Porites_evermani_scaffold_886:4229-4657	Cluster_7995	N	20	25	0	4	0	0	0	3	341	0	0	1	98	1	0	0	1	29	1	378	0	5	0	3	1	0	1	1	0	9	109	0	152	0	0	0	75
Porites_evermani_scaffold_887:30453-30881	Cluster_7996	N	12	38	0	0	0	0	0	0	150	0	0	0	355	0	0	0	1	0	1	24	0	0	0	3	0	0	1	0	0	0	0	0	18	0	0	0	1
Porites_evermani_scaffold_887:119010-119428	Cluster_7997	N	1	7	0	1	0	0	0	0	318	0	0	3	27	7	0	0	8	1	1	8	10	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	6
Porites_evermani_scaffold_887:123528-123945	Cluster_7998	N	3	3	0	13	1	0	0	1	101	0	0	1	66	6	10	0	12	88	0	42	22	0	10	68	0	0	0	0	0	15	7	0	2	0	0	0	3
Porites_evermani_scaffold_887:135963-136390	Cluster_7999	N	15	1	0	4	1	0	0	3	0	0	0	0	37	4	0	0	3	136	0	16	116	0	0	599	0	0	0	0	0	7	0	0	6	0	0	0	69
Porites_evermani_scaffold_887:154692-155128	Cluster_8000	N	286	1	0	12	2	0	0	0	328	0	0	0	55	231	6	0	727	835	1	152	438	4	421	649	1	2	0	0	0	0	1	0	10	0	0	0	342
Porites_evermani_scaffold_887:161616-162031	Cluster_8001	N	18	0	0	0	1	0	0	1	80	0	0	0	49	4	10	0	3	47	0	64	1	9	0	153	0	6	0	0	0	1	0	0	0	0	0	0	5
Porites_evermani_scaffold_889:58673-59204	Cluster_8002	N	2	59	0	91	44	0	0	7	41	2	1	29	121	202	126	0	29	263	1	47	98	8	381	98	13	9	1	9	0	31	63	0	276	0	5	0	165
Porites_evermani_scaffold_889:64544-65065	Cluster_8003	N	16	42	0	171	51	0	0	30	169	3	1	43	279	167	71	1	64	517	1	170	84	4	958	193	31	10	23	21	0	127	60	0	283	0	7	0	128
Porites_evermani_scaffold_889:79300-79729	Cluster_8004	N	0	1	0	1135	4	0	0	0	0	0	1	2	1	0	0	1	0	1621	2	0	235	2	0	14	3	0	0	0	0	598	0	0	11	0	0	0	5
Porites_evermani_scaffold_889:140690-141222	Cluster_8005	N	2	88	0	104	6	0	0	8	62	0	0	7	133	31	123	0	3	195	0	195	7	10	306	125	8	5	5	4	0	50	155	0	88	0	0	0	38
Porites_evermani_scaffold_889:143115-144308	Cluster_8006	N	19	306	0	492	97	1	0	37	272	15	2	198	536	339	449	0	43	778	4	537	283	45	1202	476	143	89	31	42	0	215	335	0	664	0	7	0	345
Porites_evermani_scaffold_892:158577-159004	Cluster_8007	N	21	40	0	0	0	0	0	0	640	0	0	0	13	4	0	0	1	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	24	0	0	0	41
Porites_evermani_scaffold_894:72037-72465	Cluster_8008	N	1	1	0	22	2	0	0	2	6	0	0	1	30	76	41	0	15	26	1	65	167	0	13	616	3	2	0	0	0	7	11	0	3	0	0	0	13
Porites_evermani_scaffold_894:142334-143052	Cluster_8009	N	34	11	0	6	5	0	0	0	26	0	0	0	60	98	0	0	11	21	0	18	2	1	1	849	0	0	0	0	0	0	0	0	5	0	0	0	44
Porites_evermani_scaffold_897:59332-59739	Cluster_8010	N	0	69	0	32	2	0	0	0	84	0	0	0	0	20	0	0	2	171	0	1	0	0	0	0	0	0	0	0	0	98	1	0	4	0	0	0	2
Porites_evermani_scaffold_897:149144-149573	Cluster_8011	N	57	5	0	1	4	0	0	1	0	0	0	7	4	0	3	0	15	56	1	290	2	1	70	2454	0	2	0	0	0	6	1	0	1	0	0	0	299
Porites_evermani_scaffold_898:134577-134980	Cluster_8012	N	0	12	0	9	66	0	0	2	8	0	1	5	19	64	39	0	5	4	4	11	3	0	15	22	13	21	0	0	0	2	7	0	112	0	2	0	12
Porites_evermani_scaffold_898:153959-154383	Cluster_8013	N	1	0	0	12	3	0	0	0	3	0	0	0	24	0	30	0	3	27	0	185	7	1	20	30	7	0	0	0	0	13	2	0	0	0	0	0	13
Porites_evermani_scaffold_899:13978-14417	Cluster_8014	N	0	2	0	64	0	0	0	30	35	0	0	5	2	0	14	0	0	589	0	141	1	0	51	9831	0	44	0	1	0	144	160	0	0	0	0	0	1
Porites_evermani_scaffold_899:93592-94025	Cluster_8015	N	0	0	0	7	0	0	0	41	82	0	0	3	4	0	0	0	0	2466	0	604	1	7	0	416	1	1	2	2	0	109	0	0	0	0	0	0	1
Porites_evermani_scaffold_899:97251-98198	Cluster_8016	N	10	2	0	154	27	1	0	10	20	0	4	28	965	410	7	0	259	319	0	901	35	17	15	2908	1	29	0	14	0	213	420	0	53	0	1	0	59
Porites_evermani_scaffold_899:98645-99071	Cluster_8017	N	5	6	0	11	12	0	0	0	52	1	0	16	6	19	43	0	4	68	0	93	22	1	182	99	10	7	8	6	0	22	90	0	283	0	1	0	2
Porites_evermani_scaffold_899:99575-99984	Cluster_8018	N	6	17	0	8	2	1	0	0	52	0	1	7	241	37	37	2	78	37	0	42	43	6	38	98	1	15	3	2	0	8	30	0	17	0	0	0	27
Porites_evermani_scaffold_899:119271-120504	Cluster_8019	N	91	167	0	54	6	0	0	12	2172	0	1	6	58	73	36	2	71	558	2	471	607	12	78	65	9	33	8	6	0	119	148	0	101	0	0	0	327
Porites_evermani_scaffold_899:147023-147443	Cluster_8020	N	1	16	0	12	2	0	0	1	71	0	0	1	37	26	11	0	13	17	0	105	24	4	16	47	1	2	0	0	0	23	31	0	3	0	0	0	7
Porites_evermani_scaffold_899:151308-151741	Cluster_8021	N	12	18	0	107	5	0	0	11	1504	0	0	0	32	0	4	2	3	2446	1	84	1005	0	1	350	0	4	7	0	0	0	2	0	2	0	0	0	5
Porites_evermani_scaffold_900:17691-18113	Cluster_8022	N	10	0	0	46	5	0	0	9	67	0	0	8	298	79	16	0	47	191	0	78	39	1	8	214	0	0	0	0	0	60	13	0	25	0	0	0	52
Porites_evermani_scaffold_900:62722-63150	Cluster_8023	N	1	28	0	60	2	0	0	62	2546	0	0	0	579	8	9	1	48	2515	0	182	170	18	10	11	1	21	0	0	0	113	27	0	2	0	0	0	4
Porites_evermani_scaffold_900:76614-77404	Cluster_8024	N	2	200	0	243	31	0	0	13	1191	0	1	18	338	231	507	0	120	1470	2	1893	28	23	409	4	4	38	1	7	0	655	896	0	9	0	0	0	2
Porites_evermani_scaffold_900:77868-79403	Cluster_8025	N	7	193	0	271	8	0	0	25	1601	1	0	1	1323	115	261	0	129	1532	19	774	50	7	456	1480	4	16	5	0	0	644	192	0	20	0	0	0	27
Porites_evermani_scaffold_900:79419-81174	Cluster_8026	N	1	111	0	411	9	2	0	37	1050	0	0	3	1616	43	284	0	89	1694	1	839	50	12	415	677	10	12	4	2	0	948	165	0	16	0	0	0	14
Porites_evermani_scaffold_900:81224-82264	Cluster_8027	N	2	27	0	306	8	1	0	66	503	0	2	3	1367	205	200	0	119	2448	4	632	31	12	486	670	5	16	5	6	0	655	213	0	13	0	0	0	22
Porites_evermani_scaffold_900:91518-92325	Cluster_8028	N	57	72	0	625	10	0	0	43	577	0	2	7	856	136	87	3	94	3624	1	1039	762	19	235	1675	8	32	8	1	0	1000	182	0	68	0	0	0	480
Porites_evermani_scaffold_900:98281-99274	Cluster_8029	N	28	20	0	78	2	0	0	19	29	0	0	1	1222	28	202	1	31	626	0	385	226	13	229	685	12	19	1	1	0	135	66	0	31	0	0	0	144
Porites_evermani_scaffold_900:106552-107473	Cluster_8030	N	46	28	0	2078	13	1	0	213	195	0	0	0	261	108	28	1	70	6562	3	335	4287	7	37	502	3	1	0	3	0	4208	15	0	5	0	0	0	67
Porites_evermani_scaffold_900:108118-108547	Cluster_8031	N	9	0	0	80	0	0	0	11	31	0	0	0	273	13	324	0	0	237	0	338	87	3	182	176	11	13	1	2	0	158	67	0	3	0	0	0	63
Porites_evermani_scaffold_900:123957-124384	Cluster_8032	N	10	8	0	7	3	0	0	3	172	0	1	2	48	19	5	0	14	0	1	50	55	6	11	241	2	7	5	0	0	14	10	0	26	0	0	0	32
Porites_evermani_scaffold_900:131546-133000	Cluster_8033	N	229	171	0	247	36	2	0	44	1175	0	1	24	1368	187	244	4	181	1231	3	529	694	27	299	1184	21	30	13	4	0	447	226	0	161	0	0	1	604
Porites_evermani_scaffold_900:134543-134970	Cluster_8034	N	15	49	0	31	0	0	0	2	322	0	0	0	48	17	25	1	9	208	1	81	92	2	73	153	2	6	6	0	0	50	24	0	12	0	0	0	13
Porites_evermani_scaffold_900:135064-135612	Cluster_8035	N	31	20	0	21	0	0	0	11	458	0	0	1	102	10	29	0	8	303	1	52	129	0	38	406	1	2	0	0	0	78	8	0	14	0	0	0	30
Porites_evermani_scaffold_900:139156-139584	Cluster_8036	N	4	2	0	5	0	0	0	2	41	0	0	0	497	31	12	0	1	56	0	41	25	0	12	32	0	3	0	0	0	6	14	0	0	0	0	0	3
Porites_evermani_scaffold_900:140051-140478	Cluster_8037	N	10	4	0	29	0	0	0	1	60	0	0	1	97	17	3	0	19	104	0	33	18	0	11	144	0	1	0	0	0	45	7	0	0	0	0	0	9
Porites_evermani_scaffold_900:142680-143110	Cluster_8038	N	0	20	0	16	1	0	0	1	415	0	0	1	83	1	15	0	4	97	1	3	18	1	13	104	0	0	0	0	0	26	3	0	0	0	0	0	0
Porites_evermani_scaffold_900:150701-151280	Cluster_8039	N	0	24	0	587	1	0	0	144	276	0	0	62	99	1	148	0	0	3760	0	5943	312	75	280	4	37	785	1	55	0	955	5601	0	0	0	0	0	1
Porites_evermani_scaffold_900:154597-155010	Cluster_8040	N	0	8	0	20	0	0	0	7	122	0	0	6	137	0	12	0	0	231	2	52	74	0	27	0	0	0	0	0	0	67	30	0	0	0	0	0	0
Porites_evermani_scaffold_900:155019-155443	Cluster_8041	N	0	0	0	40	0	0	0	5	86	0	0	0	74	0	4	0	0	278	1	27	145	0	5	3	0	1	0	0	0	98	19	0	0	0	0	0	0
Porites_evermani_scaffold_900:166400-166819	Cluster_8042	N	11	5	0	6	2	0	0	6	48	0	0	1	73	18	12	1	11	71	0	36	16	2	21	140	0	1	0	0	0	14	9	0	1	0	0	0	7
Porites_evermani_scaffold_901:49326-49754	Cluster_8043	N	6	1	0	5	0	0	0	0	21	0	0	1	29	3	9	0	1	51	1	274	11	2	29	60	8	12	0	0	0	2	0	0	0	0	0	0	6
Porites_evermani_scaffold_902:49820-51118	Cluster_8044	N	226	424	0	2522	99	1	0	256	3160	0	14	2	2294	1358	247	6	1018	7095	12	372	2248	11	312	1509	7	4	12	4	0	4379	98	0	478	0	1	0	2353
